PetID,AvgLaPlacianVariance
016dcf8d4,932.3098237303706
0173c456c,351.33144500497104
0178fe2f7,2673.194763368385
017d966eb,645.609354882641
017eda6dc,480.4145683093403
01802debf,748.3575033141744
018188075,153.46767309452778
018cb4eaf,1278.1165183505861
018e4d193,385.3296320886441
01919fe72,886.721577100652
01928bd13,245.08643563265625
01958f464,582.9444624984911
01a07b591,1080.0259956981618
01a7b719c,289.45247752129166
01a985b44,376.37452118971055
01ac09f2a,406.98482251769065
01b167b92,933.8758065610417
01b26743c,85.46193051134723
01b3356f5,90.54068284259523
01b8e6c14,209.22437624607107
01ba4e94d,802.8533601330556
01ba86830,1579.1770594970515
01bcfcde8,1521.3560284439773
01c202740,274.70223830133096
01c3c09df,1975.6807099055818
01c62e03b,2536.3006529511545
01c6d3224,4491.036822557285
01c7411ef,4824.308816163206
01ce66bd5,1921.5702370758936
01d0a7f3f,287.5845243017969
01d646ea8,647.4291785537873
01d981c81,5763.457293905675
01da89f29,544.2895127119934
01dac4b22,2439.146508010707
01dc16c21,640.366829196343
01dd8880a,640.6136683187704
01e4020da,2665.032187536788
01e410583,1970.5067307854047
01e517961,305.5699519260618
01e5d357f,416.4189615153129
01e5e057b,709.9417512256931
01e6a888d,329.9250818766276
01e78230b,699.6730245923748
01e93552a,615.5139707519318
01ecd8b66,503.8730597354529
01f4746ef,649.6501004414937
01f976ec9,1557.3770290483983
020cd1d50,526.9646434704861
020fbbc9d,201.00009481208775
0211e2f2d,1117.2131057867975
02126e289,3006.4660059885177
021b0b7bd,513.4117732781596
021c24928,453.6900498979047
021cb10fb,608.3261384784546
022429d5c,1190.6256432940368
022606901,1277.46821853218
022b37ea0,1098.7232524993206
022d2d16e,4965.994170876345
02387e247,399.88471960785245
023979a33,1478.7786951894818
02401db5e,372.2150486413021
0243911ea,9760.853683157655
0244298a9,841.4464157084344
02468e968,433.3140204542362
024bc29f1,972.8332257595489
0256cac2b,690.3679422783555
02612ab95,432.7282374658506
026c202c6,275.54422278859295
026c5716f,145.69374676240662
026ebf139,176.41585603084278
027c23f6b,304.9253625130556
02868b720,1060.4844213879087
0286dd665,136.73621094787762
028d42a4b,1009.7620365700051
0291e8ca0,1132.2108890080524
029469d58,1635.6416488441107
029641a1a,1189.5801043387369
029b05087,1183.3338305773727
029c248a5,602.5279730328612
029e79030,1922.8956298018368
02a084920,688.1058896281955
02a13b2cb,1013.1112721011174
02a2a622c,410.7938597964838
02a8e44b1,117.66016294747685
02adb269f,1223.4437947564386
02af3813e,820.9423422147945
02c39fd73,129.6449279824151
02c40b53c,1532.6458147837395
02c7d1b74,236.66161377151235
02cd64831,122.38024502719671
02cf14499,163.30865179290774
02d6020a9,158.17958588302326
02d644003,759.900800495625
02d66a1be,6812.879371021728
02d9e61ca,532.4538719401529
02e072cbd,693.2209725675018
02e51a9e2,497.12506903184766
02eb29707,1128.3581290572965
02f31f1ba,247.95111130458335
02f37d829,258.6046907646692
02f63f8ff,1044.1084023245162
02f7300db,1946.1722354100402
02f89bdcb,291.5249489771991
02fee7295,1823.3182552767864
030387828,1508.8743224336267
0306e85dd,515.9346896530556
0308c9eda,810.5211490950759
030f32f08,1139.4888560687884
03188ecad,2319.427568591273
031a01c36,1563.975638825268
031a0e45a,169.51987986024307
0322aa5b0,260.59093487439986
032aefa61,1411.0752698519211
0338fcdaf,2876.0407343585007
0340ac5f7,1198.04518568375
034259113,108.08453379555554
035992662,1606.97250022707
035ff37c6,75.27389136277188
036af6df3,243.13723810710465
036c684d3,99.70195660914352
036e015d2,2894.44390427448
037464956,1108.6638430683802
037b1c131,353.60140752413577
038d06218,1475.6479102810276
03926867a,4128.687446069756
0392c0c81,5050.043873685394
039509c40,2375.0955013071125
039fea576,318.48171360937505
03a3fb084,544.8259004263028
03a694927,1466.681778265381
03a92a94f,178.67076175125447
03aae5768,1186.2858596688486
03ae93b48,1467.0589036937108
03b0568b3,798.5851889029757
03c1e47b4,158.37000788029619
03c323fcf,2150.132216690524
03c49f5aa,195.93900394355464
03c6478b9,220.33541739993058
03cdd9324,238.85854594718194
03d59fc21,434.10649899772096
03db2966b,523.4216487170604
03e429963,120.9089208307713
03e5bf50b,623.7155904261007
03ea48efa,730.7982618808917
03edf613f,753.397893237115
03f0fc32f,1407.0982703340135
03f130f5f,2827.755640219491
03f217352,2834.8980565157244
03f48e12b,995.9910720399166
03f65bdd3,1196.7730254895782
03f8a64fe,534.3541353501637
040736f83,374.6704201419103
040a9a6f9,237.2658463062632
040b028f1,719.4948953958004
0415fa071,2176.55527429732
041cf403e,1283.6332975822572
041dd606f,826.4532334465445
0428af8ea,301.08713662301585
042b1e55f,1632.1484775328636
042dfb970,299.1479626356935
0434520ef,276.9911082852882
04372b78d,302.4697196620852
04391c798,2531.005067128802
043d8c534,6044.48580236822
0443d6f82,994.714552608875
044548f89,577.6692882757485
045543730,911.1417247926709
0459c7bb7,3203.841300297995
045d9a498,320.7522300556597
046256943,934.7498455945628
046d3a9d9,922.1511878870833
046dcb8fb,769.6704913181507
047514286,3454.1438410474134
047c20d1a,1506.2818327074485
048519a46,230.1967459094352
048cd8bc0,176.41176434341696
048df7861,910.0757577002711
0490c8df1,83.89832833083334
0493336f7,1907.8386452436744
0497c5ed8,1340.0043334117693
0497f7012,1460.3971188436628
0499e1ea8,257.26547549400334
04a30a9ea,1020.8066951654396
04a555b91,1112.224408120756
04a5f717a,355.0984006634204
04a6267e4,811.9188420362723
04aa54436,1412.1142020125712
04af86059,343.8588683810288
04b073592,1431.0145599751093
04b5f77c0,2025.2804256184381
04bad9310,1218.4194005637785
04c4a7493,201.63625168550192
04c9a643d,172.16175977093056
04d25d8a7,1410.7177985537896
04d4ce3a4,1414.2891663101234
04dc94c39,414.8582152542592
04e7d89c0,3623.171550352708
04e829d49,721.0885028157995
04e966b1c,880.800141328993
04ea19d2b,2269.9703132063746
04eda1e46,1520.4742921600002
04f7eafde,533.5342945573951
04f8947f3,816.62495755025
050277142,3098.95834686644
050afc987,594.0681135177499
0510cacd0,463.98796798977315
0510d2767,431.2989627643895
052160ae6,220.2421180787217
05252b175,156.68279319273265
0529ad4d9,778.6565869400822
052b0ada8,1418.6693908611094
052c95a93,343.48621567475305
05312ba72,3326.00942227068
0532bf9d3,525.1451401910417
053d121b8,858.7037447861848
05486faf5,573.5234159327779
05492e461,267.5483937580217
054f35a8c,3174.8694257496877
055825f1c,2046.0610845854862
056437112,311.77467542200117
056768390,947.7143150655269
056bb97e4,183.1750058420278
056bf1b17,244.1568921807909
056cc22d2,519.7577634768304
057e5347f,1614.460829096738
058394848,612.1968365268287
058d37dda,1232.030475718423
058f21441,299.2161690249306
05935bf08,1218.0565375474769
0594ed847,956.7369172609392
0597b1859,512.1573719246483
059a68bf0,1107.19380018789
059baa037,214.53651614312065
059cfed40,826.2081398644129
059d8d91f,416.73635263423205
05a05d562,157.53298542877278
05a839a89,307.6439521704745
05aad3b3f,1929.6291813356336
05aaee8ce,113.68969034826388
05ab54e3c,1195.8201553086458
05abbab5e,1982.691101596995
05bb80312,948.6745108003556
05bbc9111,494.0423459181171
05bde54cc,472.08575932148915
05c46d875,179.39237487375001
05d10428c,2043.3805666005505
05d2022eb,905.4588514989932
05d3e4d55,61.126595401236116
05d8b5a9d,4631.764279273009
05dc47bda,226.12132258041478
05e3bc1ae,209.54806664732638
05f00d521,155.2259835974989
05f84991b,976.7642671170036
05f99fc56,686.8160444621329
05fadeacd,840.9136337770061
05fb5b403,400.46733965305543
05febeea3,1026.1425423606945
0602a34f3,1312.0020866149534
0605aab21,341.1272170361667
060b52c3b,598.3734956420748
060d1de98,2162.1537994638093
060e4ed30,142.69029823985406
061378b30,464.0635796057795
0617d9287,1331.4758523313462
061f6b476,557.5031281714583
062633cb1,838.5792066896989
0627105f6,146.31386504010084
06296e4e2,403.60687454229804
062b387cf,311.12195512955805
062de1f53,307.3440811237361
062e2772c,789.5242310861729
062f73a4b,2221.9189309201724
0632ba05a,149.8678511786311
0633474d9,750.1569999091919
063495ecd,291.1978844335494
063521459,602.6477061394955
0636650db,1022.1212067177731
0637293ec,337.8997309562442
06395bb8d,308.6319996992694
063d8c58b,949.1732665860674
063e2d021,723.2470799331238
064217ca4,122.02887180373355
064425a21,771.0880798764034
0644da7d9,302.45109950999995
0658597c9,1087.7248804106382
065906a54,2588.4261573957383
0659c05d5,329.29484837173607
06634513c,2150.3190837435936
066498aa1,1286.4995862118087
066521b34,802.095882718778
06666dc09,330.15221695390863
067cacbb5,109.99925285611111
067d0ccd3,750.8275628065003
067f49481,568.9769715742916
0690278af,431.9325132330555
06904db12,284.12918685003723
069064d1d,849.5938818538367
0691034ac,1092.7833630553212
069762ec2,2611.7134650622943
0697d76d2,1179.5598996439778
069fc79d6,1409.489626645579
06abc52ac,165.24761863999996
06adfc154,472.4046060262674
06afa3c64,1446.5032457456782
06b533b04,613.947786290634
06bf9e676,334.5080410915972
06bfadf29,266.20875305924596
06c5ddbd6,486.0680488394017
06c724ada,216.00818166615326
06cc44fad,823.7592317752546
06cd6c623,127.81739800145834
06daf9c05,2606.0937384662693
06db81e31,449.65241916141935
06dd351e6,534.6598264382166
06df96299,1812.577269915816
06ecc204f,1400.5641514330657
06ed12b93,70.74043864217593
06ee33d56,297.26004966766953
06f523361,355.06323809102776
06fb72c12,1167.9099327862727
06fda20a2,483.9114566597222
070014779,222.1914620556995
070faf086,1927.1699761293278
07102e682,2193.649585589297
07128a0d8,632.1296213314291
0714145e6,6579.127268294564
071753413,299.5165623491285
0719de933,1151.2145489908705
07218c870,266.1967885585785
0722660e0,498.0868184216794
07227963b,2007.342875015404
072ae6d9e,4722.81907939433
072bb91b4,1142.2134741382067
073484a7d,686.3064520453377
0737e4f11,290.607538534754
073f265c3,395.2684637463542
074042a24,3117.0733828841053
07417927d,350.97715956351306
074d26284,404.2166131902582
0753ad1cd,1926.964415033267
07558410c,1178.0307696502944
07638746f,161.05696612130208
076a67405,330.18838930855117
076d6f830,185.52798007131946
076e5c59d,322.2918477382639
076ec7e18,463.9679853040071
077001793,1923.3806298919058
07877aea7,1052.9298098026004
078a26f06,434.56489001223724
078bf7e5a,292.8211425298343
078fb1715,368.1770821601388
07914c759,3980.366533306146
0792dbfa4,1981.599922836397
079332bdc,273.1488641203704
079565e72,7817.625737015572
079785984,316.1937733523472
079f5f1e4,3988.1160766969947
07a3f2bd1,1884.6931471659955
07ae95ddc,572.8533961704514
07b2a1416,467.6005959963194
07b6336e5,886.7470497402468
07b9322e2,1302.5429770865983
07b994326,3862.2675211438195
07bd5a7a9,332.0170503831985
07c284733,226.27014101326387
07cc0ce27,688.3073511375245
07cf7d230,131.9577755323177
07cfb3380,803.6425553495346
07d2a9eff,299.16529528827084
07dd9a0a5,480.37408157175764
07e427e0c,1975.2526169682362
07e6b5eae,157.78817733616327
07eb56db1,2834.872627571064
07ee26c3c,480.50202881036273
07ee44cb8,3886.643662114675
08006836a,1712.3436545468153
08037d4bc,275.7820025547796
08048fee2,251.69392729328123
0806f9e3f,1383.1390143186245
081199ea2,3370.7416197398697
081301773,228.8529643018762
0819ac2f6,2603.0323479938543
081c0a12d,1445.451980400816
081c2daa0,940.6359938148936
081f88f27,138.90871174159722
0820696a3,408.7858259163063
0822c54d5,2272.0545171900108
0822db812,227.93985682000203
08267e916,2537.620030930409
082838f84,2319.5751131003713
082a9b790,492.2487890553151
082b9a2de,343.14416220278315
082c6dee3,439.7264677803252
0833744e6,1512.3778915758846
083687ba1,228.69156283493055
083787e4a,837.9662887905606
083f50328,685.438057246738
08428917f,852.3055765136389
08438c720,2799.6528110824142
084874570,471.18330272135415
084b7e7eb,1200.6106930898513
084e4c05b,389.0427667108564
084e59fdc,238.47314640598165
0850d4334,791.3824845261454
0858e3a6e,2193.6409094692326
085c9be4a,870.0156233347419
0864eb66d,1220.4080997499998
086857d70,622.4931765116979
086e528f0,298.3529397542361
086ed2122,2110.0687291302866
08710204e,1312.130420008647
087313ba2,459.44676585102627
08767d88e,341.23672074523614
087804d85,637.8743360813526
087d71de3,56.442143669618055
087ee8e83,5885.169175447974
087fbda7e,10878.646006279652
0880d7f1e,1773.04764221063
088216e81,2065.5420984817356
08a71b8d1,1428.491530311111
08a9b6f29,74.54721525673953
08aad5787,386.75956823146055
08b454900,866.4238334736083
08b7e05a5,249.37692672458232
08b9a3a2f,292.0706189485338
08bfdc66f,2453.194319217163
08d17d82a,1038.9611488962441
08d198666,6885.929707925771
08dfce1e7,185.45948755326387
08e703dfc,1142.2338986629327
08e8e74c3,417.9195124685865
08ee62d43,317.0195535645487
08f038689,325.4721755406591
08f40f232,206.90617095347224
08f54d056,1597.5207882063196
08f8df31d,47.8220168090625
08fb442fa,111.88501381698046
08fc1372f,1882.3786400005845
0902b6664,772.6103744091961
0907a14f3,624.3416094757049
0910c13a3,994.699295522218
091a5da01,515.5492622394966
092418816,518.1116358735003
092a37bcf,2203.925799948788
092b32197,243.54336238555587
092b4242a,271.5268618654271
092c46fdd,1617.8712144415824
092e6a628,1453.326971508545
092fa68bd,466.2134172423013
0935ab38b,241.93389013863413
093620671,290.13355570030444
0936ce7b4,324.64359277352366
093a35049,560.5872047185879
093cce3a1,534.0756911834528
0940ecf2b,2915.349236863131
09417404f,710.3097919648263
094636517,210.85882025593173
094ba0325,2600.816624615269
094c2c3bf,192.23406602374268
095314294,3271.6061587840186
0955b54fd,665.4085398365371
095cba2c7,893.1535129749859
095de41ba,737.3449257478007
096a97631,1249.9825578837101
096c37d99,1567.3141987179374
0977caea0,255.7708372915972
097dd9931,429.64450921345986
09807c555,1353.836447423494
0985e2dad,34.51262115873264
09898b12e,1831.2427635188305
098b6e1e6,495.92708160422166
099115d38,2141.8685799044806
0993b5aa2,720.5635425276929
0995bd489,172.34223853092692
09a024035,1065.600831512897
09a41530d,518.0354884354281
09acd6b31,677.6323675652301
09af85878,262.1707681755093
09b3b9dfd,558.1419810659214
09b5921e9,879.5651535837825
09b7cd500,945.0620041910418
09bc86c05,452.9606317465882
09c00211e,1297.0882523528103
09c629b05,330.0287427561296
09c7b610e,489.1506725290566
09ca98f7b,401.6922966791581
09cc3f346,1114.7507440847744
09d7272ad,2903.0224473719336
09d9212f5,800.0785004312671
09db544ea,962.5925739679274
09dd22091,931.4233105961442
09e39377f,148.5572628358012
09e64ce2b,560.4493155866876
09e9110e2,5763.655124108251
09eca4557,330.30858539125
09ef02857,1283.56697729125
09f31b13e,1151.219972188473
09f514bd9,1456.8917181932063
09f6e29b8,2969.766739599375
09f75d8e1,577.9056686515538
09ffe1d02,106.79604805484347
0a0862717,352.9055222993055
0a0e8c15b,276.46017429159724
0a13e47c3,439.5358323154439
0a140a67e,1384.076907333314
0a14ac037,682.836131766071
0a1b56e66,2396.550297687929
0a1b57b57,1543.5718230395655
0a2073b86,79.12134381718263
0a20eaed8,253.64456828326388
0a266921d,3809.990592829931
0a30968a3,916.169447621094
0a38a1059,213.12906556414592
0a3fc490f,603.7965425653841
0a40d8c85,1276.7913054758449
0a4203544,489.3114479257957
0a4b42306,712.6280777006174
0a4fc94e5,666.2427031085367
0a536633a,541.5522218517373
0a53af472,268.7080871310678
0a555d688,876.8932669097395
0a5be413e,1721.434947518025
0a6362374,262.097746006643
0a6b9433e,3510.4882820291455
0a71e754f,2945.5341753501366
0a76a6cf3,1451.0567689018908
0a7798d2b,2496.396929973049
0a796c967,226.0334683588472
0a83235b2,1193.0737361062886
0a84451ae,676.3103282847969
0a8746c09,273.8358177482279
0a8bc19f6,1029.0169312065973
0a8ee7520,941.0099681865591
0a8fc6614,1866.3269922810089
0a949618f,1439.1707896433807
0a98163c8,405.05669002889823
0a9f9f178,2289.9236889302583
0aa2ce4a9,3043.0103591663196
0aa767c04,787.3625600056168
0aaf6976a,149.24632730034187
0ab4214b4,1270.605112772461
0ab8ae91b,1205.982196143998
0aba238d7,1238.9538079057174
0abff77fe,1594.3835053775867
0ac279a25,1291.5773140652357
0ac2e7d16,177.44577457749386
0ac3e7992,755.5794866689649
0ac6fe826,2069.004901018408
0ac71c2c1,348.1149832079861
0ac81fcc4,562.7754917683318
0acb3bf7a,1546.6411447348164
0acd95320,340.3302271009825
0ace65bc4,168.27409081972223
0adca3f66,525.6260270399306
0adebbf21,1007.7303868597719
0adfa8a60,1223.4786948828396
0ae5f9681,664.8054545843983
0ae84d311,300.3150135247429
0aebdcbc4,1259.4456481398036
0af142ee3,888.8519435038888
0af365e26,256.10103281657837
0af536283,915.9956386786286
0af685a60,444.2266783045023
0afb7e845,277.08299231681383
0b01864e2,2951.8967882600405
0b04b1c7a,4034.7867981888085
0b051c8b3,817.6014312094959
0b0d903f4,796.8415571405872
0b0f596b5,2287.5410816107633
0b110b315,1440.7727425057642
0b15f3794,192.0008024325849
0b243ba27,729.4381138455118
0b24f7e7f,365.6642403016382
0b2e2526c,166.79839723972222
0b32cba75,1663.728625335651
0b3763054,619.4117219258025
0b3b23c20,827.2812193827207
0b3deeb66,2483.390151245128
0b3f851f0,218.7292597688325
0b459b60b,102.1799461635139
0b4a0d698,1635.413059334606
0b4a33baa,3296.18163531616
0b4ac75e9,786.876623336829
0b4bb9906,323.4353811502071
0b501f1d8,67.48716017193065
0b57ed86a,81.01951499381502
0b59a57ff,1488.8640162151564
0b6022baa,772.407907629696
0b6064845,335.0082322248461
0b6457bf5,531.2751157314143
0b74e375f,338.20385137779556
0b74f813f,1778.3884141603976
0b807a7dd,2117.299343092262
0b817da84,206.07815148572442
0b819602d,418.0476261159098
0b8614414,383.6082535204398
0b8e1dd80,2891.7265967553353
0b90767fa,1200.995944112703
0b942f000,6028.75778836225
0ba16b529,2835.98544836131
0baab7556,3819.0708362766254
0bc3f09be,2307.8216947873193
0bcae32b7,1165.8562084224654
0bcb2c2b5,129.31380780770834
0bd2d5882,9012.008199496093
0bd394ec8,2216.3662643156836
0bd83ba72,151.37991621090396
0bd867d1b,3872.154806162073
0bdd7f7ac,532.8576264203462
0be09ae87,450.95949953534216
0be5af159,142.3469106181396
0be7a4adf,881.9154546464075
0beacc42e,468.2502176366794
0bf2506a5,547.9025649210846
0bf83cc3e,133.83154562803668
0bf9dfa21,1569.0721322072557
0c0214da4,4085.2964857338707
0c0508818,277.70257892333336
0c05a138b,878.5897609122482
0c0bae9fb,1612.0420763274055
0c17e1f32,68.60192933459248
0c1e8a6f2,805.9540606969595
0c200f7a6,3381.6605199993355
0c2549da5,1657.8943744712033
0c281122e,291.325321579733
0c28877b7,1133.5674524987699
0c2e0fc7d,1643.697108848585
0c3cb3d44,1042.6347100029627
0c3ce1826,740.6024879745312
0c3f6001a,451.44249355108315
0c46298f8,308.89461919347974
0c47e700c,903.7226196359514
0c49c9df2,386.1021056866434
0c4c55b39,630.101462322612
0c4e78176,747.658210241597
0c5b71bf0,823.2994203637153
0c5d5968b,290.17233199578993
0c5dbd29f,345.8777679270133
0c5fe8151,111.60253765430556
0c612e8df,240.25580047684429
0c64363af,138.4292840753125
0c64a0f1b,384.5202337433035
0c6c71a55,1370.3311306819655
0c752844d,1746.5154094713257
0c859ef92,4708.289931930661
0c862b8a3,2509.7406444807984
0c9133a83,703.7112946163988
0ca524fbf,246.35793374207105
0ca52e744,854.8841418805007
0ca5a506e,531.3671608730209
0caa3437b,114.2495241823651
0cb450c62,1072.121833665251
0cb52145c,446.38295554206445
0cb5ad250,55.23533827591301
0cba1503b,305.0656178880513
0cbe33a44,304.035572559845
0cc3e27b5,902.6706526994619
0cce7d218,124.07402353039288
0cd614218,467.0770349158382
0cd8ca49f,1106.329056500386
0cda0894a,1621.6378910235208
0cdb80095,136.78178872528883
0cde886ff,1038.632874034288
0cde9b460,3998.638113732158
0ce5d0b5f,209.79276275905093
0ce80622f,463.07939904022857
0ce866a04,2258.1025642192235
0ce98d199,226.39173912344384
0ced977d7,130.63688049289917
0cf645af3,157.68504270162012
0cf709a59,415.36283969087964
0cf7fae9d,107.7636305288889
0d1067e63,303.5893335265972
0d116bb3f,353.7501271863889
0d150e90c,342.2716889711237
0d20efa95,1591.8268588707065
0d2394669,385.51916506247807
0d25f084f,288.8114616711839
0d25fb291,68.49767194732091
0d305f8c2,317.0195535645487
0d3081480,1126.119699955784
0d34bfde7,256.41805415877315
0d440b00e,604.1312167923846
0d460fe7a,1613.4807810979128
0d47275d4,1128.6125399748603
0d4750032,1482.2018129949597
0d4b69793,874.3092259350536
0d4c495dd,1070.674479075648
0d4e58071,346.88443965954315
0d4e81870,373.19941665972215
0d508e63a,208.29337156873584
0d551fb5b,4081.9145703325607
0d55c2e2b,1667.466943282875
0d5d436f4,668.2020116222649
0d635d0b4,255.71868450611112
0d653b602,1189.056980658542
0d6696a32,309.82279274858263
0d6b42991,355.1032657876397
0d6b8efdc,3209.9276446885433
0d6cb5b69,327.045698808375
0d6db9370,948.0631338756434
0d7247d3e,151.1130884359416
0d784a800,251.94028157780204
0d7c5b6f6,333.41693611749366
0d7d16ce1,151.60836802047638
0d7f7a155,675.5605923615394
0d85af6c4,1473.2461320043058
0d873789a,115.53920830270833
0d94f0378,234.44845321320435
0d9cdfbde,1348.6818729844815
0db02527a,961.4962908268972
0db65104a,169.57951607507647
0dbb0a012,685.274055397823
0dc32d6fd,1359.694418247735
0dca551f0,608.6619491860973
0dd5c500a,552.0814166702659
0de6709ab,228.02215822770836
0deeed2d9,86.77134753305555
0defc5386,1032.6199972200159
0dfa8e172,256.1711658318229
0dfd484a6,2152.1730721644117
0dff88b6f,120.53053026454168
0e0d0a9af,2653.2732524851112
0e107c82f,38.20980966128315
0e12b9baa,307.6261705614847
0e1a2937a,71.92374056592402
0e1a54250,980.2835140608018
0e1b8bb74,1084.7681003009086
0e1f78a77,283.1346607976195
0e23c4abd,207.89865413440975
0e28a90f6,743.2286399874846
0e2bf402c,696.2855443690751
0e30e8240,233.39594399972222
0e4049f6d,1014.8663327397436
0e47fe631,171.9843864301997
0e49c7f19,448.0274101277431
0e49eebb3,4564.7973146835
0e4cf50f4,374.57739174824343
0e4ef28c9,82.85832310937501
0e52438a0,809.1577892746915
0e56a693b,1756.3604211833679
0e58b35b6,3458.0321483645293
0e5d845dc,583.0265530405555
0e61fe015,222.46296976906174
0e6492f0d,1108.001417471694
0e6523901,53.62035051555555
0e686a63a,807.0464090580325
0e6b24bc4,442.0283785260417
0e6c32c9f,2221.7364009612634
0e6dd5e23,205.55842584876544
0e6f26f19,712.84758914
0e73648e8,835.3313415999304
0e736f310,859.7718210693988
0e783a2e1,625.8107067295833
0e7ca23c9,924.8658804930553
0e80de8ac,165.24643790559884
0e83fbe2a,743.9986029931715
0e8887c13,1495.173683857482
0e88c1c1c,615.18560054205
0e8a11aaa,2677.939970375019
0e8c2a1aa,2109.7497895331635
0e920f96d,104.06434852159725
0e922caab,245.28970310463507
0e98b9e24,346.15887614120646
0e9a2fed4,2080.176233522349
0e9c1385c,1769.314891386901
0e9eec98f,800.7265708966171
0ea0beb3c,367.88675828274313
0ea2638e9,815.5809081273164
0ea337520,597.3262253217423
0ea7eaf00,522.9008982914975
0eaa0e3c6,450.42865611793684
0eaa9f888,258.3659253625926
0eab258a9,141.1973851721026
0eade2f7c,529.1054280671295
0eb101936,169.303923002481
0eb219818,184.8741601114239
0eba510fc,550.7439446838339
0eba8b0ad,768.3657536844138
0ecc1200a,288.3487959283854
0ece28cf0,2631.64716051947
0ed23a049,1987.968680735778
0ed8d0f9c,745.5960150249306
0edacb2ed,618.073831093611
0edb4e3b2,3825.1259094804113
0ede86b28,592.3610803755305
0ef640aaf,125.49818285909724
0f012474b,460.74572015800123
0f0219fd7,168.9480109954913
0f0f81a37,61.95223824766045
0f1136ad3,1715.2835983832947
0f122f712,5051.295724789929
0f1424059,4637.51278732893
0f15ed6ab,135.92235726025
0f1a3ce5a,328.49651139306326
0f1d071a8,323.90401859974537
0f24b6cd6,874.9913991530553
0f258665b,84.04981075927735
0f27a7baa,228.20607493338534
0f2879b04,258.8097711210417
0f3434f36,312.9277476515694
0f366f264,616.875396244375
0f38033e1,270.46927980886113
0f3fd67e2,1717.1777799094957
0f4291ce6,638.4139331728888
0f544b558,359.7853592145561
0f58e5dd5,237.50371554180552
0f6488260,230.58050030065974
0f6b7b928,469.4265983789655
0f6c2d090,240.00708085533478
0f6f980c9,679.2471560213975
0f78031e4,75.67236343506707
0f78e05ef,2128.353259254361
0f796d3f9,3337.6406504624883
0f80c9dc5,858.1792673733333
0f9697729,405.0566900288983
0f9d7b0f9,818.3737829364628
0f9f0dd0e,1359.3324014613484
0f9fd5688,3070.1840868070376
0fa25b7e5,604.8578921520008
0fa39858f,1593.3130787812154
0fa63169f,98.95917538154553
0fa6ba30b,772.4350962806594
0fae8116c,761.2728457376952
0faf7f0ae,196.9227751695872
0fb490c9b,352.0120427663889
0fb548aac,395.53172204385413
0fb6881ae,127.45372417885392
0fc2dc3cb,256.9873575711542
0fcc3cefe,314.3253617505014
0fd1d2d85,1049.2307408220909
0fd5ff08e,1554.4910385102778
0fd68ca16,135.83660173580972
0fd78af13,399.5660275672849
0fd9076d7,2162.3610567327987
0fe10670c,2700.6931610654115
0fe58286d,1041.3707398474382
0fe8ffc8e,207.8822846103203
0fe9d0022,267.98266146699996
0fea56eb9,234.90031906407702
0ff50cbd5,2266.338031000867
0ff7245bd,1432.3231085056177
0ffe99b25,1905.7356717758548
10022add6,545.1927824822217
10050c93f,205.70641039641976
100aed9a3,563.6683098989506
