PetID,FirstLaPlacianVariance,AvgLaPlacianVariance,MinLaPlacianVariance,MaxLaPlacianVariance
01919fe72,876.5831445297242,886.721577100652,586.0612408238624,1190.8206935144106
01928bd13,121.14185579993055,245.08643563265625,121.14185579993055,404.3767888049305
01958f464,122.64961805894373,582.9444624984911,122.64961805894373,1066.7166454891203
01a07b591,212.5079411730104,1080.0259956981618,212.50077498940314,3500.7614741993407
01a7b719c,248.27456995305553,289.45247752129166,127.89936678604165,446.214056724375
01a985b44,370.5714239849508,376.37452118971055,370.5714239849508,382.17761839447024
01ac09f2a,407.2878288076067,406.98482251769065,146.55126486633483,780.1438850138683
01b167b92,933.8758065610417,933.8758065610417,933.8758065610417,933.8758065610417
01b26743c,106.73515235305555,85.46193051134723,19.96610695270833,114.88423459993058
01b3356f5,93.89123707645068,90.54068284259523,41.24307336098256,139.68783335706658
01b8e6c14,209.22437624607107,209.22437624607107,209.22437624607107,209.22437624607107
01ba4e94d,802.8533601330556,802.8533601330556,802.8533601330556,802.8533601330556
01ba86830,1579.1770594970515,1579.1770594970515,1579.1770594970515,1579.1770594970515
01bcfcde8,404.5480223178064,1521.3560284439773,404.5480223178064,4769.759444004326
01c202740,155.56516303993052,274.70223830133096,68.42915662159723,742.2935057832641
01c3c09df,565.2382859902277,1975.6807099055818,354.10888007541234,3534.9794766192967
01c62e03b,392.72991575332276,2536.3006529511545,392.72991575332276,4424.651219547266
01c6d3224,4909.454252833218,4491.036822557285,4043.080489424543,4909.454252833218
01c7411ef,4824.308816163206,4824.308816163206,4824.308816163206,4824.308816163206
01ce66bd5,1732.3115863735936,1921.5702370758936,1469.8125545437108,2705.4058073918363
01d0a7f3f,151.29189887770838,287.5845243017969,108.63630870493054,787.0125054165973
01d646ea8,647.4291785537873,647.4291785537873,647.4291785537873,647.4291785537873
01d981c81,501.975451234032,5763.457293905675,501.975451234032,10796.479781878417
01da89f29,61.72060369709508,544.2895127119934,61.72060369709508,1160.8723083188331
01dac4b22,2439.146508010707,2439.146508010707,2439.146508010707,2439.146508010707
01dc16c21,175.32683394773508,640.366829196343,163.520551898098,1582.2531017431957
01dd8880a,1100.2250124965667,640.6136683187704,73.0164518670328,1914.2670246988507
01e4020da,1347.1221742754146,2665.032187536788,1347.1221742754146,5693.8797401298525
01e410583,1908.7300361642779,1970.5067307854047,371.76863613991236,5237.192301211401
01e517961,167.22669265691945,305.5699519260618,167.22669265691945,443.91321119520404
01e5d357f,185.00996459857123,416.4189615153129,185.00996459857123,723.9274964506174
01e5e057b,709.9417512256931,709.9417512256931,709.9417512256931,709.9417512256931
01e6a888d,356.0858560953776,329.9250818766276,303.7643076578776,356.0858560953776
01e78230b,131.91100005787737,699.6730245923748,131.91100005787737,1267.4350491268722
01e93552a,599.2322384433321,615.5139707519318,599.2322384433321,631.7957030605315
01ecd8b66,153.80920563420423,503.8730597354529,146.31448752885981,1211.4954860432945
01f4746ef,976.8215551432864,649.6501004414937,322.47864573970094,976.8215551432864
01f976ec9,3947.5944622869697,1557.3770290483983,452.8516320973718,3947.5944622869697
020cd1d50,296.4305212788889,526.9646434704861,95.0192962882639,1168.5686974399998
020fbbc9d,322.8506943673009,201.00009481208775,79.14949525687463,322.8506943673009
0211e2f2d,339.2281415108572,1117.2131057867975,339.2281415108572,2408.351632074351
02126e289,7660.4048939363365,3006.4660059885177,277.05259203032386,7660.4048939363365
021b0b7bd,513.4117732781596,513.4117732781596,513.4117732781596,513.4117732781596
021c24928,133.1133048478223,453.6900498979047,133.1133048478223,606.8867498131692
021cb10fb,608.3261384784546,608.3261384784546,608.3261384784546,608.3261384784546
022429d5c,550.105407063124,1190.6256432940368,426.190048220306,3239.58394260974
022606901,812.3388466680613,1277.46821853218,450.88975192949243,2816.3632559992284
022b37ea0,1928.0821551679087,1098.7232524993206,169.29283622216124,1982.9073356416875
022d2d16e,6371.095700240673,4965.994170876345,2240.8448039940827,6371.095700240673
02387e247,330.54705161765776,399.88471960785245,330.54705161765776,499.8215429505316
023979a33,1731.5302228253838,1478.7786951894818,1226.02716755358,1731.5302228253838
02401db5e,71.94595345659722,372.2150486413021,71.94595345659722,680.7700498655555
0243911ea,9083.853663142625,9760.853683157655,9083.853663142625,10437.853703172685
0244298a9,164.31858211962955,841.4464157084344,164.31858211962955,1377.8752485866974
02468e968,626.4538706093751,433.3140204542362,329.1574509077083,626.4538706093751
024bc29f1,1233.1090360260418,972.8332257595489,712.5574154930558,1233.1090360260418
0256cac2b,690.3679422783555,690.3679422783555,690.3679422783555,690.3679422783555
02612ab95,434.79011127258934,432.7282374658506,308.42891783582894,493.846960377492
026c202c6,387.5370526927083,275.54422278859295,215.80707537751965,387.5370526927083
026c5716f,128.72503490078776,145.69374676240662,124.1322844022497,184.22392098418243
026ebf139,176.41585603084278,176.41585603084278,176.41585603084278,176.41585603084278
027c23f6b,117.74143286638889,304.9253625130556,117.74143286638889,492.10929215972226
02868b720,858.9394902018588,1060.4844213879087,858.9394902018588,1439.3550032745538
0286dd665,136.73621094787762,136.73621094787762,136.73621094787762,136.73621094787762
028d42a4b,2962.1521534310655,1009.7620365700051,179.27232128711998,2962.1521534310655
0291e8ca0,364.35778805997376,1132.2108890080524,255.0433343754708,5075.80064948082
029469d58,742.1041951966253,1635.6416488441107,742.1041951966253,2198.2557784624432
029641a1a,1831.4094815668461,1189.5801043387369,478.0710984478348,1831.4094815668461
029b05087,1267.1300887260443,1183.3338305773727,775.4500788335088,2200.966955781494
029c248a5,71.44237275305558,602.5279730328612,71.44237275305558,1657.7356528266666
029e79030,493.20056138707656,1922.8956298018368,493.20056138707656,3352.590698216597
02a084920,688.1058896281955,688.1058896281955,688.1058896281955,688.1058896281955
02a13b2cb,583.8441121710526,1013.1112721011174,583.8441121710526,1364.9147303433033
02a2a622c,246.91329205966946,410.7938597964838,47.56535807185702,894.6060448829201
02a8e44b1,84.17090569270833,117.66016294747685,84.17090569270833,134.8820998263889
02adb269f,1782.3076555190848,1223.4437947564386,842.3368264397934,1782.3076555190848
02af3813e,1030.1058041494714,820.9423422147945,611.7788802801175,1030.1058041494714
02c39fd73,214.99264042680534,129.6449279824151,44.29721553802489,214.99264042680534
02c40b53c,2214.821047520219,1532.6458147837395,1046.066557990398,2214.821047520219
02c7d1b74,194.3870766933333,236.66161377151235,109.98087269024691,445.55031948135803
02cd64831,122.38024502719671,122.38024502719671,122.38024502719671,122.38024502719671
02cf14499,163.30865179290774,163.30865179290774,163.30865179290774,163.30865179290774
02d6020a9,201.58715738537558,158.17958588302326,114.77201438067097,201.58715738537558
02d644003,468.6793697494995,759.900800495625,468.6793697494995,1051.1222312417506
02d66a1be,6812.879371021728,6812.879371021728,6812.879371021728,6812.879371021728
02d9e61ca,126.62958702590261,532.4538719401529,126.62958702590261,988.9913807701946
02e072cbd,505.2690286231941,693.2209725675018,505.2690286231941,881.1729165118096
02e51a9e2,222.97486005717818,497.12506903184766,44.29905546001322,1722.741500053819
02eb29707,1804.6121617869208,1128.3581290572965,452.1040963276725,1804.6121617869208
02f31f1ba,294.20738763326386,247.95111130458335,34.39163266638889,696.662647873264
02f37d829,605.2137499291356,258.6046907646692,47.11358512517146,605.2137499291356
02f63f8ff,1150.9436573678563,1044.1084023245162,965.2086632363591,1150.9436573678563
02f7300db,2759.5140219440036,1946.1722354100402,1000.5389908209484,2759.5140219440036
02f89bdcb,247.9870354582639,291.5249489771991,247.9870354582639,374.25233439
02fee7295,1895.0842703016492,1823.3182552767864,1751.5522402519236,1895.0842703016492
030387828,2846.0055166349393,1508.8743224336267,367.2543391342057,2846.0055166349393
0306e85dd,515.9346896530556,515.9346896530556,515.9346896530556,515.9346896530556
0308c9eda,571.3456177249774,810.5211490950759,571.3456177249774,1030.6875894174336
030f32f08,956.9551370262398,1139.4888560687884,554.9087361967111,1906.6026949834138
03188ecad,3392.691612568349,2319.427568591273,1246.1635246141975,3392.691612568349
031a01c36,142.46359775633212,1563.975638825268,142.46359775633212,2985.487679894204
031a0e45a,16.066373996597225,169.51987986024307,16.066373996597225,354.12674599888885
0322aa5b0,260.59093487439986,260.59093487439986,260.59093487439986,260.59093487439986
032aefa61,332.1631567343749,1411.0752698519211,332.1631567343749,2489.9873829694675
0338fcdaf,1561.9340969810314,2876.0407343585007,1561.9340969810314,4832.001650063057
0340ac5f7,2070.0554230004764,1198.04518568375,685.3983490580545,2070.0554230004764
034259113,108.08453379555554,108.08453379555554,108.08453379555554,108.08453379555554
035992662,1606.97250022707,1606.97250022707,1606.97250022707,1606.97250022707
035ff37c6,75.27389136277188,75.27389136277188,75.27389136277188,75.27389136277188
036af6df3,118.94346493305558,243.13723810710465,30.08328821972222,619.254754398889
036c684d3,44.34385512326389,99.70195660914352,38.94331602666667,215.81869867750004
036e015d2,3457.27187539342,2894.44390427448,2503.4578530804597,3457.27187539342
037464956,331.06304635679413,1108.6638430683802,331.06304635679413,2067.700178993454
037b1c131,343.3728241628395,353.60140752413577,241.4557149865432,421.6252254735802
038d06218,1942.6594118655555,1475.6479102810276,882.2217912399999,1942.6594118655555
03926867a,3105.39404561751,4128.687446069756,3105.39404561751,5151.980846522002
0392c0c81,3635.3989514074965,5050.043873685394,3322.10541750538,9837.935929550074
039509c40,171.793557984375,2375.0955013071125,171.793557984375,4194.3899745555545
039fea576,318.48171360937505,318.48171360937505,318.48171360937505,318.48171360937505
03a3fb084,264.09077760416665,544.8259004263028,264.09077760416665,847.6605290632501
03a694927,1466.681778265381,1466.681778265381,1466.681778265381,1466.681778265381
03a92a94f,157.94645640560753,178.67076175125447,157.94645640560753,199.39506709690139
03aae5768,1087.8314459001972,1186.2858596688486,1087.8314459001972,1284.7402734375
03ae93b48,1467.0589036937108,1467.0589036937108,1467.0589036937108,1467.0589036937108
03b0568b3,659.9763846758682,798.5851889029757,235.89746834144574,2057.952096428372
03c1e47b4,96.88918725910291,158.37000788029619,96.88918725910291,217.97562832591106
03c323fcf,5109.372624243049,2150.132216690524,453.6922731460049,5109.372624243049
03c49f5aa,735.3504660136897,195.93900394355464,63.746742159722224,735.3504660136897
03c6478b9,220.33541739993058,220.33541739993058,220.33541739993058,220.33541739993058
03cdd9324,306.3901208311901,238.85854594718194,171.32697106317383,306.3901208311901
03d59fc21,1175.6890352557323,434.10649899772096,57.875496197500006,1175.6890352557323
03db2966b,375.4070090674849,523.4216487170604,375.4070090674849,644.6781814922018
03e429963,69.72124553016879,120.9089208307713,35.66262434078682,257.34289262135826
03e5bf50b,536.3164451110734,623.7155904261007,443.7287519524469,943.042837198724
03ea48efa,1205.2627772632407,730.7982618808917,256.1498879785701,1205.2627772632407
03edf613f,915.5607799960079,753.397893237115,572.3232954341348,915.5607799960079
03f0fc32f,563.5241245815972,1407.0982703340135,69.77641977993056,7879.7153766577085
03f130f5f,2791.4402333108337,2827.755640219491,2657.1674495815973,3034.6592377660418
03f217352,974.4496114269533,2834.8980565157244,974.4496114269533,4823.077264148099
03f48e12b,403.1667989799304,995.9910720399166,403.1667989799304,2095.914278019722
03f65bdd3,2138.3238693829426,1196.7730254895782,120.95501215004627,2138.3238693829426
03f8a64fe,534.3541353501637,534.3541353501637,534.3541353501637,534.3541353501637
040736f83,330.82935485415993,374.6704201419103,107.70773803837037,652.0355178192516
040a9a6f9,237.2658463062632,237.2658463062632,237.2658463062632,237.2658463062632
040b028f1,1537.2427091563454,719.4948953958004,162.07875445601852,1537.2427091563454
0415fa071,722.3623722222221,2176.55527429732,385.03759263305557,4694.4185807708345
041cf403e,1440.2626060582638,1283.6332975822572,682.0101280197222,2144.0719425863895
041dd606f,375.22567101972214,826.4532334465445,375.22567101972214,1670.967703105624
0428af8ea,160.31815381326393,301.08713662301585,160.31815381326393,573.2887220863888
042b1e55f,1632.1484775328636,1632.1484775328636,1632.1484775328636,1632.1484775328636
042dfb970,522.8186735455953,299.1479626356935,154.94542314385308,522.8186735455953
0434520ef,341.24158276104157,276.9911082852882,93.84716529234375,413.3379800933334
04372b78d,652.9690909010417,302.4697196620852,171.82579896638885,652.9690909010417
04391c798,3499.745534005641,2531.005067128802,862.5648248699596,3499.745534005641
043d8c534,7664.927687897827,6044.48580236822,3092.833313178336,7975.603655815838
0443d6f82,911.3483743099999,994.714552608875,316.38378775305557,2058.9978282222223
044548f89,717.3150390475988,577.6692882757485,261.6317525558074,717.3150390475988
045543730,1475.222910384072,911.1417247926709,190.05805177469136,1475.222910384072
0459c7bb7,3203.841300297995,3203.841300297995,3203.841300297995,3203.841300297995
045d9a498,219.2104558915972,320.7522300556597,219.2104558915972,422.2940042197222
046256943,278.22570715699027,934.7498455945628,271.5737979626733,2872.510278378416
046d3a9d9,1255.0306083749306,922.1511878870833,525.4052078999305,1255.0306083749306
046dcb8fb,805.9558473882637,769.6704913181507,475.43009116416664,1036.9407766369084
047514286,4965.546317892397,3454.1438410474134,125.39297521764676,6544.310680850726
047c20d1a,2067.255615762469,1506.2818327074485,1038.8669634665432,2067.255615762469
048519a46,233.84126350394382,230.1967459094352,183.87020720543208,264.2019142964313
048cd8bc0,112.2142128652517,176.41176434341696,58.2523633331449,365.74745788263533
048df7861,460.76737117445214,910.0757577002711,225.29917537430666,2344.543402633402
0490c8df1,83.89832833083334,83.89832833083334,83.89832833083334,83.89832833083334
0493336f7,1907.8386452436744,1907.8386452436744,1907.8386452436744,1907.8386452436744
0497c5ed8,1329.3563439988889,1340.0043334117693,1077.6243904828393,1613.03226575358
0497f7012,860.7967966244936,1460.3971188436628,860.7967966244936,2452.1222181613302
0499e1ea8,257.26547549400334,257.26547549400334,257.26547549400334,257.26547549400334
04a30a9ea,1674.7020656535146,1020.8066951654396,152.43648916597186,2191.10136970351
04a555b91,1557.999577583762,1112.224408120756,666.4492386577497,1557.999577583762
04a5f717a,337.36473952398285,355.0984006634204,337.36473952398285,372.832061802858
04a6267e4,697.7929493969417,811.9188420362723,697.7929493969417,926.0447346756027
04aa54436,1639.5668454522267,1412.1142020125712,1184.6615585729155,1639.5668454522267
04af86059,355.02688093222224,343.8588683810288,302.4170585758025,374.1326656350617
04b073592,2407.846299859375,1431.0145599751093,614.7844587468359,2407.846299859375
04b5f77c0,2025.2804256184381,2025.2804256184381,2025.2804256184381,2025.2804256184381
04bad9310,1432.1194990632641,1218.4194005637785,972.8765546293638,1446.4858392534452
04c4a7493,59.18666682321994,201.63625168550192,59.18666682321994,344.0858365477839
04c9a643d,297.30633603993056,172.16175977093056,78.342870484375,297.30633603993056
04d25d8a7,1925.784050542829,1410.7177985537896,370.9289884444442,2117.9170405054724
04d4ce3a4,1785.186310537332,1414.2891663101234,101.85523678291648,3293.5147234280053
04dc94c39,354.1701797766666,414.8582152542592,354.1701797766666,445.2022329930556
04e7d89c0,3623.171550352708,3623.171550352708,3623.171550352708,3623.171550352708
04e829d49,721.0885028157995,721.0885028157995,721.0885028157995,721.0885028157995
04e966b1c,695.3656993863889,880.800141328993,695.3656993863889,1066.234583271597
04ea19d2b,3108.9415356882637,2269.9703132063746,1140.5981581799308,3108.9415356882637
04eda1e46,1520.4742921600002,1520.4742921600002,1520.4742921600002,1520.4742921600002
04f7eafde,515.2211175856778,533.5342945573951,84.57163313083332,973.5931579632638
04f8947f3,1910.8022405955558,816.62495755025,466.309723499375,1910.8022405955558
050277142,2202.8693411640584,3098.95834686644,1060.6606694063714,6568.319963484549
050afc987,295.21261421222226,594.0681135177499,146.8977731232639,1045.68593975
0510cacd0,461.6414045674642,463.98796798977315,461.6414045674642,466.33453141208213
0510d2767,601.086754346625,431.2989627643895,296.5721647079361,601.086754346625
052160ae6,32.76089804519281,220.2421180787217,32.76089804519281,903.7258050737139
05252b175,82.282666450693,156.68279319273265,82.282666450693,188.3558638165906
0529ad4d9,846.2867011476543,778.6565869400822,380.4085215418381,1174.7900700145951
052b0ada8,1966.5576133678119,1418.6693908611094,585.8685816957668,1966.5576133678119
052c95a93,332.03846520444444,343.48621567475305,332.03846520444444,354.9339661450617
05312ba72,3326.00942227068,3326.00942227068,3326.00942227068,3326.00942227068
0532bf9d3,525.1451401910417,525.1451401910417,525.1451401910417,525.1451401910417
053d121b8,890.2657673969786,858.7037447861848,721.3304893866457,964.51497757493
05486faf5,593.7582318655556,573.5234159327779,553.2886000000001,593.7582318655556
05492e461,581.8382719994505,267.5483937580217,80.0086530961027,581.8382719994505
054f35a8c,3021.9773737233336,3174.8694257496877,3021.9773737233336,3327.761477776042
055825f1c,2047.6672218049307,2046.0610845854862,2042.8488101465973,2047.6672218049307
056437112,311.77467542200117,311.77467542200117,311.77467542200117,311.77467542200117
056768390,1149.851272911844,947.7143150655269,705.7430425210881,1149.851272911844
056bb97e4,161.64878851604166,183.1750058420278,144.3819819722222,246.70791636416666
056bf1b17,391.67984951774696,244.1568921807909,56.32707738685137,391.67984951774696
056cc22d2,519.7577634768304,519.7577634768304,519.7577634768304,519.7577634768304
057e5347f,1992.1048606463119,1614.460829096738,988.1522639691715,1992.1048606463119
058394848,1016.4884735155555,612.1968365268287,15.929947054930555,1217.5888613249303
058d37dda,3107.021506782052,1232.030475718423,242.4088586957935,3107.021506782052
058f21441,299.2161690249306,299.2161690249306,299.2161690249306,299.2161690249306
05935bf08,2270.794799353055,1218.0565375474769,248.95468764,2270.794799353055
0594ed847,702.9121682955508,956.7369172609392,702.9121682955508,1210.5616662263276
0597b1859,682.5808158538714,512.1573719246483,281.6825382553958,734.9420567970559
059a68bf0,80.60066870184932,1107.19380018789,80.60066870184932,3429.845658916788
059baa037,214.53651614312065,214.53651614312065,214.53651614312065,214.53651614312065
059cfed40,575.2403793163867,826.2081398644129,575.2403793163867,1149.2592432787073
059d8d91f,359.4623622906049,416.73635263423205,359.4623622906049,474.0103429778592
05a05d562,106.33715784437392,157.53298542877278,31.72197188638889,334.5398265555555
05a839a89,406.7356664330556,307.6439521704745,178.00337859659723,450.96175373305556
05aad3b3f,1800.4644547319747,1929.6291813356336,1281.3543682186846,2707.0687210562414
05aaee8ce,57.037474081597225,113.68969034826388,57.037474081597225,208.08822932493052
05ab54e3c,1537.0831849288888,1195.8201553086458,986.1361950441666,1537.0831849288888
05abbab5e,2615.1180148003477,1982.691101596995,1350.264188393642,2615.1180148003477
05bb80312,948.6745108003556,948.6745108003556,948.6745108003556,948.6745108003556
05bbc9111,476.1580666933333,494.0423459181171,89.84125915972223,1130.1077625323826
05bde54cc,215.87559288855655,472.08575932148915,215.87559288855655,827.123685884084
05c46d875,258.0830999975,179.39237487375001,100.70164975000002,258.0830999975
05d10428c,3027.5516805362654,2043.3805666005505,1059.2094526648355,3027.5516805362654
05d2022eb,453.720443666389,905.4588514989932,453.720443666389,1357.1972593315975
05d3e4d55,76.01632498826389,61.126595401236116,41.526412416597225,76.79813537493058
05d8b5a9d,2601.877065058264,4631.764279273009,2049.7989577077083,9243.616815053056
05dc47bda,246.91199935165778,226.12132258041478,104.67421170969827,353.6593803425017
05e3bc1ae,183.61068240826387,209.54806664732638,183.61068240826387,235.48545088638886
05f00d521,155.2259835974989,155.2259835974989,155.2259835974989,155.2259835974989
05f84991b,674.8163854023989,976.7642671170036,321.889088716475,1836.592110081514
05f99fc56,399.8776448856857,686.8160444621329,399.8776448856857,1020.3698083494133
05fadeacd,840.9136337770061,840.9136337770061,840.9136337770061,840.9136337770061
05fb5b403,400.46733965305543,400.46733965305543,400.46733965305543,400.46733965305543
05febeea3,679.0805078049306,1026.1425423606945,679.0805078049306,1293.8908137215972
0602a34f3,1170.6092352910414,1312.0020866149534,1117.0297244249307,1648.3673001288887
0605aab21,427.52108849826385,341.1272170361667,207.33376641104167,427.52108849826385
060b52c3b,625.2351101453996,598.3734956420748,42.79008693058227,2555.5964614229724
060d1de98,768.975464965646,2162.1537994638093,768.975464965646,4295.890733393445
060e4ed30,202.51566702305092,142.69029823985406,82.86492945665718,202.51566702305092
061378b30,280.89612122481424,464.0635796057795,280.89612122481424,647.2310379867448
0617d9287,1331.4758523313462,1331.4758523313462,1331.4758523313462,1331.4758523313462
061f6b476,557.4178999455555,557.5031281714583,424.1614063732639,690.9300781955556
062633cb1,410.7335749915972,838.5792066896989,191.88111397333333,1913.1229311041666
0627105f6,145.32360242384868,146.31386504010084,145.32360242384868,147.30412765635302
06296e4e2,421.61402222890837,403.60687454229804,189.37170981599488,552.0994501695587
062b387cf,241.00860806392734,311.12195512955805,241.00860806392734,381.2353021951888
062de1f53,481.85276491937503,307.3440811237361,146.53677336604167,481.85276491937503
062e2772c,944.4759969995062,789.5242310861729,634.5724651728395,944.4759969995062
062f73a4b,2221.9189309201724,2221.9189309201724,2221.9189309201724,2221.9189309201724
0632ba05a,45.29290792159722,149.8678511786311,43.15194799305556,385.55831334364154
